Uid,AppointmentFromDateTimeUTC,AppointmentToDateTimeUTC,LocationOpenDateTimeUTC,CompanyName,Address1,Address2,Postal/Zip,City,ProvinceState,Latitude,Longitude,TripNumber,PowerUnit
42A1F14B-7D37-4444-A0D9-6769A095F185,NULL,NULL,NULL,EPICERIE ALFALFA INTL MONTREAL,7070 HENRI-JULIEN,NULL,H2S2W1,MONTREAL,QC,0,0,243915,5061
16AA9E29-3B5E-4148-AAB1-B95492093D9F,NULL,NULL,NULL,ATELIER CIRCULAIRE MONTREAL,5445 RUE DE GASPE 503,NULL,H2T3B2,MONTREAL,QC,0,0,243915,5061
682ED7F4-CD4D-412D-A1BD-A4BE3944DFDF,NULL,NULL,NULL,BRAULT & BOUTHIKLLIER,700 AVE BEAUMONT,NULL,H3N1V5,MONTREAL,QC,45.5257896,-73.6202776,243915,5061
C81674D1-96C2-4FF4-9E26-9B4E928C7DF3,30:00.0,00:00.0,NULL,RONA-INC 5731,1221 BOUL DES PROMENADES,NULL,J3V6H1,ST-BRUNO,QC,45.5013646,-73.3786452,243916,5065
1EBA9F4E-EE7E-43E7-AEA6-4856E0EDFCBD,NULL,NULL,NULL,ETIQUETTES PRO-FECTA ST-HUBERT,5050 ARMAND-FRAPPIER,NULL,J3Z1G5,ST-HUBERT,QC,45.4606232,-73.4062642,243916,5065
A64FEF20-4D53-43D8-9806-4D007E255E72,NULL,NULL,NULL,ADONIS BROSSARD,8880 BOUL LEDUC,NULL,J4Y0G4,BROSSARD,QC,45.4507735,-73.4409473,243916,5065
55354CAA-3CC5-475D-8C70-59CEEC891D2E,NULL,NULL,NULL,IGA #215 ST-LAMBERT,299 BOUL SIR-WILFRED-LAURIER,NULL,J4R2L1,ST-LAMBERT,QC,45.4934738,-73.5029175,243916,5065
31265EFC-497C-4023-BFE6-F0BCD24096AB,00:00.0,00:00.0,NULL,SPORTS EXPERTS #411,2151 BOUL LAPINIERE UN G18,NULL,J4W2T5,BROSSARD,QC,0,0,243916,5065
63BB6258-EFC7-46BD-8BDA-7833AFD4D481,00:00.0,00:00.0,NULL,BUREAU EN GROS ST-BRUNO,1465 BOUL ST-BRUNO,NULL,J3V6J1,ST-BRUNO,QC,45.5095679,-73.3816324,243916,5065
2CC80A9C-04D2-46F2-AC20-A228FCD2441A,30:00.0,00:00.0,NULL,RONA #73180,100 STRASBOURG,NULL,J5R0B4,CANDIAC,QC,0,0,243916,5065
C1649F72-3F18-42E2-8D90-62D7D68E09B2,00:00.0,00:00.0,NULL,RONA-INC #05304,9800 BOUL LEDUC,NULL,J4Y0B4,BROSSARD,QC,0,0,243916,5065
8B4AB45B-3F7A-41BD-BF95-550B6BFA08CD,00:00.0,00:00.0,NULL,DELUXAIR ST HUBERT,3330 2E RUE,NULL,J3Y8Y7,ST-HUBERT,QC,45.476232,-73.388292,243916,5065
9906F873-E1C1-491A-8476-9CC95DB9159C,NULL,NULL,NULL,DAVIDS TEA,5692 RUE PARE,NULL,H4P2M2,MONT-ROYAL,QC,45.4883443,-73.6650366,243917,5003
1C75687D-CD17-46A0-A670-92ABE173304D,NULL,NULL,NULL,L&T INSTRUMENTS,8425 MOUNTAIN SIGHTS AVE,NULL,H4P2B9,MONTREAL,QC,45.5022766,-73.6582605,243917,5003
97B20922-90BB-40EE-A358-C079B1DD3041,NULL,NULL,NULL,THERMETCO,1999 WILLIAM,NULL,H3J1R9,MONTREAL,QC,45.485981,-73.568761,243917,5003
80A37FA0-AABA-4641-A028-35A5E2DAA21C,NULL,NULL,NULL,NULOOK,8465 CH DARNLEY,NULL,H4T1X2,MONT-ROYAL,QC,45.4891071,-73.6796402,243917,5003
7C8E712E-C6E5-4875-9007-61732A8958ED,00:00.0,00:00.0,NULL,METRO SUPERMARCHE FLETCHER,4840 RUE SHERBROOKE O,NULL,H3Z1G8,BEACONSFIELD,QC,45.4370859,-73.8621888,243917,5003
2AD5AEB4-640E-4CE1-AFC2-190FFC449F4B,NULL,NULL,NULL,FRANKLIN EMPIRE MONTREAL,8421 DARNLEY RD,NULL,H4T2B2,MONTREAL,QC,45.488581,-73.678448,243917,5003
897C6410-90C4-4CAD-AB5C-54ECB354DE31,NULL,NULL,NULL,RACHELLE BERY #8613,1289 BOUL LAIRD,NULL,H3P2S9,MONT-ROYAL,QC,45.5174065,-73.6440806,243917,5003
B5952389-470A-4063-BB99-F804EDAB318C,NULL,NULL,NULL,FOYER LAMBERT ST-JACQUES,5825 ST-JACQUES,NULL,H4A2G1,MONTREAL,QC,45.4665716,-73.6104744,243917,5003
E9A89E18-C63A-456D-9DBF-D1565880720C,NULL,NULL,NULL,IGA #0108,7151 COTE ST-LUC,NULL,H4V1J2,MONTREAL,QC,45.4658919,-73.6549778,243917,5003
CDDED292-9BE3-4FBD-9BBD-EBD16AC077AC,00:00.0,00:00.0,NULL,BUREAU EN GROS #123,2790 CH CHAMBLY,NULL,J4L2H7,LONGUEUIL,QC,45.5206393,-73.462456,243918,533
A9F8A51C-5295-4B84-BEFB-B1DCEC2DAB9B,NULL,NULL,NULL,DIST MAXIVENT 2003 LONGUEUIL,2255 DE LA-PROVINCE,NULL,J4G1G3,LONGUEUIL,QC,45.5675356,-73.4677798,243918,533
68127750-1C8F-4969-AE69-8EF2857ACAE1,00:00.0,00:00.0,NULL,GIANT TIGER STORE #220,3714 CH DE CHAMBLY,NULL,J4L1N8,LONGUEUIL,QC,45.510532,-73.44144,243918,533
89BF95A2-69C0-494F-9A5C-952518FAB3BA,00:00.0,00:00.0,NULL,TRACTION DIST EASTERN,2500 RUE DE LA METROPOLE,NULL,J4G1E6,LONGUEUIL,QC,45.5753555,-73.4689213,243918,533
8A015B2A-5275-447F-8E5C-79F5CA057A3F,00:00.0,00:00.0,NULL,TRACTION DIST EASTERN,2500 RUE DE LA METROPOLE,NULL,J4G1E6,LONGUEUIL,QC,45.5753555,-73.4689213,243918,533
F1223387-2B18-4BA6-8FCC-BE1E9EFC3394,00:00.0,00:00.0,NULL,TRACTION DIST EASTERN,2500 RUE DE LA METROPOLE,NULL,J4G1E6,LONGUEUIL,QC,45.5753555,-73.4689213,243918,533
590AC4C2-2FEA-4A60-92C0-A47235807942,00:00.0,00:00.0,NULL,RONA-INC #7890 LONGUEUIL,1305 BOUL JACQUES-CARTIER O,NULL,J4K0A6,LONGUEUIL,QC,45.5072603,-73.4764392,243918,533
32D384C7-B50E-42EF-AB57-35A9C4106C21,00:00.0,00:00.0,NULL,NICOLAS LAFLEUR,4280 DUROCHER,NULL,J6X2G7,TERREBONNE,QC,45.7174615,-73.6629691,243920,509
35021D8F-33CA-47C0-8E7D-F07D12F88178,NULL,NULL,NULL,BO BEBE                    UU,2205 BOUL INDUSTRIEL,NULL,H7S1P8,LAVAL,QC,45.5798195,-73.7294548,243920,509
CA9C88E2-2E0D-4976-9F6A-B00680CAB671,NULL,NULL,NULL,METRO TERREBONNE,1375 GRANDE ALLEE,NULL,J6W5M9,TERREBONNE,QC,45.7074885,-73.624523,243920,509
CD37FAAD-2F77-4BA7-BAD3-468F67445BC4,00:00.0,00:00.0,NULL,RONA-INC #5802 MASCOUCHE,175 MONTEE MASSON,NULL,J7K3B4,MASCOUCHE,QC,45.7246889,-73.6174438,243920,509
ACF60FAB-1C73-411C-904A-4FEAB19EB55B,00:00.0,00:00.0,NULL,HART DIST CTR LAVAL,900 PLACE PAUL KANE,NULL,H7C2T2,LAVAL,QC,45.633965,-73.650162,243920,509
6FCE6AFE-48F7-4268-BC45-5636F7B663D1,NULL,NULL,NULL,SERVICE SCOLAIRE LAVAL,1973 BOUL INDUSTRIEL,NULL,H7S1P6,LAVAL,QC,45.5766103,-73.725862,243920,509
C1B83417-B6AA-4F84-B7BC-F7C501117E57,30:00.0,00:00.0,NULL,RONA INC 5750,3065 BOUL LE CARREFOUR,NULL,H7T1C7,LAVAL,QC,45.5670555,-73.7518957,243920,509
EE4ACCF9-269B-4E35-A1EB-7FCA7F0E464E,NULL,NULL,NULL,SUPERMARCHE MASCOUCHE #0351,875 MONTEE MASSON,NULL,J7K3T3,MASCOUCHE,QC,45.7433824,-73.6079934,243920,509
CB1B8191-1A5B-44CA-882D-E1B5EB9796BF,NULL,NULL,NULL,CARRIER LAVAL,1163 AUT-440,NULL,H7L3W3,LAVAL,QC,45.5845963,-73.739934,243920,509
5EF1011D-68BC-44CD-8649-C8A95FDFFC57,NULL,NULL,NULL,CARRIER LAVAL,1163 AUT-440,NULL,H7L3W3,LAVAL,QC,45.5845963,-73.739934,243920,509
4FC3C5F4-3C44-4A6A-B382-06A43EDB26F4,00:00.0,00:00.0,NULL,PJC MICHEL MATHIEU,1035 BOUL DES LAURENTIDES,NULL,H7G2W2,LAVAL,QC,45.575843,-73.697384,243920,509
311346AE-C335-43ED-8927-A81DB048D38F,30:00.0,00:00.0,NULL,RONA-INC #05750 LAVAL,3065 BOUL LE CARREFOUR,NULL,H7T1C7,LAVAL,QC,0,0,243920,509
338CDE53-23EA-4E8F-918C-7AFF51116360,NULL,NULL,NULL,WEBSTER & FILS,2525 COTE DE LIESSE,NULL,H4N2M8,MONTREAL,QC,0,0,243922,597
E732772C-903E-4AB7-959D-FC7D74636214,NULL,NULL,NULL,YVON GILBERT SPORT MONTREAL,239 BOUL HENRI-BOURASSA O,NULL,H3L1N5,MONTREAL,QC,45.5468516,-73.6733381,243922,597
E7E9F78C-E4F8-40B6-8C1C-23B0329AB671,NULL,NULL,NULL,PROSOL DIST ST-LAURENT,165 RUE DESLAURIERS,NULL,H4N2S4,ST-LAURENT,QC,45.5231969,-73.6583779,243922,597
E0C12067-E06F-4E17-B95B-AA65A0A281E4,NULL,NULL,NULL,BROWN SHOES ST-LAURENT,2255 COHEN,NULL,H4R2N7,ST-LAURENT,QC,45.4957843,-73.7332152,243922,597
DCF61E24-A081-40EF-B626-2DE673D780FE,NULL,NULL,NULL,CARPETTE MULTI DESIGN,433 DESLAURIERS,NULL,H4P2S8,ST-LAURENT,QC,0,0,243922,597
1A286DF2-A3AE-44E9-859A-B69B8D7E3BD6,NULL,NULL,NULL,HUBERGROUP CDA,425 RUE DESLAURIERS,NULL,H4N1W2,ST-LAURENT,QC,0,0,243922,597
9B54AD46-8D91-44FC-83FC-24732D1ABCE1,NULL,NULL,NULL,COTE LIESSE RACKET CLUB,8305 COTE DE LIESSE,NULL,H4T1G5,ST-LAURENT,QC,45.4769106,-73.7055836,243922,597
3E5D5324-30FB-4F8F-855F-483B9B470CB8,NULL,NULL,NULL,Q-LES FERMES LUFA,1400 RUE ANTONIO BARBEAU U 201,NULL,H4N1H5,MONTREAL,QC,45.5317569,-73.6558233,243922,597
417F969C-4A49-407E-9A5E-B8B7BC7A5F32,NULL,NULL,NULL,VILLE DE ST-LAURENT,777 BOUL MARCEL-LAURIN PORTE 4,NULL,H4M2M7,ST-LAURENT,QC,0,0,243922,597
6EC57588-443A-4D71-99F3-921014E320DF,NULL,NULL,NULL,MOUNT ROYAL CHAMOIS,341 ISABEY,NULL,H4T1Y2,ST-LAURENT,QC,0,0,243923,5011
5715F958-6424-4C36-93F9-804036545834,NULL,NULL,NULL,ALL-TAPE CONVERTING CORP.,5650 RUE CYPIHOT,NULL,H4S1V7,ST. LAURENT,QC,0,0,243923,5011
07F172A5-5584-41EA-84F6-1E0F9E97047A,00:00.0,00:00.0,NULL,NESPRESSO USA ST-LAURENT,2505 COHEN,NULL,H3R2N5,ST-LAURENT,QC,0,0,243923,5011
AC77252D-B8C0-4D94-A904-FFD276F80F2E,NULL,NULL,NULL,RAPCO EQUIP,5510 VANDEN ABEELE,NULL,H4S1P9,ST-LAURENT,QC,0,0,243923,5011
FC4E700A-92FE-4D43-91D5-5A8F0F2DDBE3,NULL,NULL,NULL,ELCO SYSTEMS ST LAURENT,3600 BOUL POIRIER,NULL,H4R2J5,MONTREAL,QC,0,0,243923,5011
D4063AE8-46A7-4959-9C31-F54D3E2C9E02,NULL,NULL,NULL,DBA GOLF AVE,2571 RUE DU MINIAC,NULL,H4S1E5,MONTREAL,QC,45.4923774,-73.7451304,243923,5011
86CDA95E-61DC-4AD2-8512-21BDC1625225,NULL,NULL,NULL,DIVERSIFIED COMPUTER,364 ISABEY,NULL,H4T1W1,ST-LAURENT,QC,0,0,243923,5011
ACD84927-56CE-4D73-9A1C-AD59C4BD8CD0,NULL,NULL,NULL,ALL-TAPE CONVERTING CORP.,5650 RUE CYPIHOT,NULL,H4S1V7,ST. LAURENT,QC,0,0,243923,5011
690F86E5-6898-41E9-9688-92B5FB865BF6,NULL,NULL,NULL,ALIM FRANCINE ROY,3000 DE LA GARE,NULL,J7V0H1,VAUDREUIL-DORION,QC,45.3930107,-74.0555081,243924,5055
E708B9FF-3962-4B45-A2B3-DFFA10728E68,NULL,NULL,NULL,TRI-AD INTL FRIEGHT,185 DORVAL AVE UN 105,NULL,H9S5J9,DORVAL,QC,0,0,243924,5055
91EA1EAA-F1AC-488B-B1FC-8FEED9F950E2,00:00.0,00:00.0,NULL,NADYA TOTO BEACONSFIELD,311 WESTCROFT RD,NULL,H9W2M5,BEACONSFIELD,QC,45.4409699,-73.8672299,243924,5055
C6755DF4-B3F3-4282-8397-5D4B16F9FA68,NULL,NULL,NULL,ACORR DBA PAK TEK PACKAGING,1875 52 E AVENUE,NULL,H8T2Y1,LACHINE,QC,45.455826,-73.7199796,243924,5055
E83EEFB5-8A29-4EF7-BA4A-769719D9B93C,00:00.0,00:00.0,NULL,CANADO NACAN EQUIP ST-LAURENT,5782 BOUL THIMENS,NULL,H4R2K9,ST-LAURENT,QC,45.4996777,-73.7348508,243924,5055
14E026B9-2586-455C-9029-405AC633CB12,00:00.0,00:00.0,NULL,ARES DORVAL,2044 RTE TRANSCANADIENNE,NULL,H9P2N4,DORVAL,QC,45.4829812,-73.7855501,243924,5055
3DF74530-1902-49B8-9F0C-327714C26404,NULL,NULL,NULL,GRIMCO SIGN SUPPLIES,2108 32ND AVE,NULL,H8T3H7,LACHINE,QC,45.46429,-73.7098199,243924,5055
5EA79110-B17A-4351-B0D3-38295D1662DB,30:00.0,00:00.0,NULL,CENTRAL MICROSYSTEMS 4000,350 DES ERABLES,NULL,H8SA29,LACHINE,QC,0,0,243924,5055
BF2E47FC-4A97-4AA3-96DA-393D121E0079,NULL,NULL,NULL,METRO KIRKLAND ST CHARLES,3801 BL ST CHARLES,NULL,H9H4M4,KIRKLAND,QC,45.4615454,-73.8655154,243924,5055
CF15C4E4-0DDC-439B-B9C5-9F9B54DD3514,NULL,NULL,NULL,VERNICO PRODUCTS,680 LEPINE,NULL,H9P2S5,DORVAL,QC,45.4547544,-73.7297062,243924,5055
85631C73-37A6-4AC9-A16B-9D60826547F1,NULL,NULL,NULL,METRO #2332,50 BOUL ST-CHARLES,NULL,H9W2X3,BEACONSFIELD,QC,45.4324038,-73.8484729,243924,5055
A1C3258B-9B18-4343-AA20-AB7B50EE2CBE,NULL,NULL,NULL,AMJ CAMPBELL MONTREAL,1255 32E AVE,NULL,H8T3H2,LACHINE,QC,0,0,243924,5055
90AA929D-6AC8-4313-A264-F1896A22AE83,NULL,NULL,NULL,HUBSCHERCORP LACHINE,2325 52E AVE,NULL,H8T3C3,LACHINE,QC,45.4613018,-73.7222794,243924,5055
8C9C1787-0333-4BE4-888B-465D1DF5BC4F,30:00.0,00:00.0,NULL,JEAN COUTU PQ,225 JEAN COUTU ST,NULL,J3X0E1,VARENNES,QC,0,0,243036,5054
1CCFBE72-4B63-43BD-A9FE-66B22B9293D0,30:00.0,00:00.0,NULL,JEAN COUTU PQ,225 JEAN COUTU ST,NULL,J3X0E1,VARENNES,QC,0,0,243036,5054
CF4E121D-50E0-4A78-A9C7-45CA3314965C,00:00.0,00:00.0,NULL,COLABOR BOUCHERVILLE,1620 BOUL DE MONTARVILLE,NULL,J4B8P4,BOUCHERVILLE,QC,45.563276,-73.404999,243909,5058
5258C238-E6F2-43BF-9CC3-000600A16748,00:00.0,00:00.0,NULL,COLABOR BOUCHERVILLE,1620 BOUL DE MONTARVILLE,NULL,J4B8P4,BOUCHERVILLE,QC,45.563276,-73.404999,243909,5058
05EF64F4-020A-4EAB-AA3A-9BC1998C7CE3,30:00.0,00:00.0,NULL,RONA % ALLIANCE INTL,220 CH DU TREMBLAY,NULL,J4B8H1,BOUCHER,QC,0,0,243909,5058
C638C28A-A0EA-4974-8A11-C5475786F971,30:00.0,00:00.0,NULL,RONA-INC (TL),220 CHEMIN DU TREMBLAY,NULL,J4B8H7,BOUCHERVILLE,QC,45.5617575,-73.4172304,243909,5058
76200AD9-DFC0-4F2A-AAB8-A8DC94CF284A,NULL,NULL,NULL,RONA-INC #04270 DC,220 CH DU TREMBLAY,NULL,J4B8H7,BOUCHERVILLE,QC,45.5617575,-73.4172304,243909,5058
D1FD63D2-B0D1-4A82-BA92-37E6AC998F99,00:00.0,00:00.0,NULL,COLABOR BOUCHERVILLE,1620 BOUL DE MONTARVILLE,NULL,J4B8P4,BOUCHERVILLE,QC,45.563276,-73.404999,243909,5058
4626D294-8E36-481A-9C1C-3FAF2C8FCEE8,30:00.0,00:00.0,NULL,RONA-INC #04270 DC,220 CH DU TREMBLAY,NULL,J4B8H7,BOUCHERVILLE,QC,45.5617575,-73.4172304,243909,5058
FABE7FD2-6F37-46B8-9AC5-C3C555559E24,30:00.0,00:00.0,NULL,RONA-INC #04270 DC,220 CH DU TREMBLAY,NULL,J4B8H7,BOUCHERVILLE,QC,45.5617575,-73.4172304,243909,5058
5F82361A-2D1A-46D3-BD5A-4FB79B17611B,00:00.0,00:00.0,NULL,COLARBOR BOUCHERVILLE,1620 BOUL DE MONT,NULL,J4B8P4,BOUCHERVILLE,QC,0,0,243909,5058
DA662125-D349-4067-A2CE-FF98D028C86E,00:00.0,00:00.0,NULL,STAPLES BUSINESS DEPOT #371,4141 LAVAL AUT-W,NULL,H7P4W6,LAVAL,QC,45.6466538,-73.6466903,243905,560
514C0F6C-8FE7-4672-A3A2-1DC2C0955F59,00:00.0,00:00.0,NULL,STAPLES BUSINESS DEPOT #371,4141 LAVAL AUT-W,NULL,H7P4W6,LAVAL,QC,45.6466538,-73.6466903,243905,560
0BD150AB-731C-4A6D-9C77-EB2E2D1F1CF4,00:00.0,00:00.0,NULL,STAPLES BUSINESS DEPOT #371,4141 LAVAL AUT-W,NULL,H7P4W6,LAVAL,QC,45.6466538,-73.6466903,243905,560
DB4A6850-0623-454D-AAAF-F32BD420F7BD,00:00.0,00:00.0,NULL,STAPLES BUSINESS DEPOT #371,4141 LAVAL AUT-W,NULL,H7P4W6,LAVAL,QC,45.6466538,-73.6466903,243905,560
5CB537DE-594D-4731-8D1C-35139C38F6ED,00:00.0,00:00.0,NULL,STAPLES BUSINESS DEPOT #371,4141 LAVAL AUT-W,NULL,H7P4W6,LAVAL,QC,45.6466538,-73.6466903,243905,560
83EE8AAF-E574-4516-9D2C-7A1CD3618D88,00:00.0,00:00.0,NULL,MASTER VENTILATION LAVAL,1503 RUE BERLIER,NULL,H7L3Z1,LAVAL,QC,45.586377,-73.743128,243905,560
97343016-F6BC-4F7B-B64D-D759E421B90B,00:00.0,00:00.0,NULL,STAPLES BUSINESS DEPOT #371,4141 LAVAL AUT-W,NULL,H7P4W6,LAVAL,QC,45.6466538,-73.6466903,243905,560
EFE1B0A0-414E-43EB-9507-7510CFE80AB9,00:00.0,00:00.0,NULL,STAPLES BUSINESS DEPOT #371,4141 LAVAL AUT-W,NULL,H7P4W6,LAVAL,QC,45.6466538,-73.6466903,243905,560
864996AA-D22F-4A07-A6FC-208217D5B477,00:00.0,00:00.0,NULL,STAPLES BUSINESS DEPOT #371,4141 LAVAL AUT-W,NULL,H7P4W6,LAVAL,QC,45.6466538,-73.6466903,243905,560
FB50D7AF-3D54-424C-B4A4-B9035EECA12C,00:00.0,00:00.0,NULL,STAPLES BUSINESS DEPOT #371,4141 LAVAL AUT-W,NULL,H7P4W6,LAVAL,QC,45.6466538,-73.6466903,243905,560
42C4A91B-9179-4441-9CF0-DFA8737742EB,00:00.0,00:00.0,NULL,MASTER VENTILATION LAVAL,1503 RUE BERLIER,NULL,H7L3Z1,LAVAL,QC,45.586377,-73.743128,243905,560
A5D47B76-E957-49E5-A0B7-23751521F839,00:00.0,00:00.0,NULL,LINEN CHEST WHSE,4455 AUTOROUTE DES LAURENTIDES,NULL,H7L5X8,LAVAL,QC,45.5824166,-73.7784026,243904,5014
51E35B22-CC93-4509-96F7-DE22E7EDA0B2,30:00.0,00:00.0,NULL,LAVAL PARTS CENTER,3424 FRANCIS HUGHES,NULL,H7L5A8,LAVAL,QC,45.5953071,-73.7405806,243904,5014
3DC035F9-A13B-4591-B1DC-DDD0E8CD4FC0,00:00.0,00:00.0,NULL,LES ENTREPOTS AB,725 BOUL INDUSTRIEL,NULL,J7C5L1,BLAIN,QC,0,0,243904,5014
2088DC5E-B52F-4E43-A23F-319AC5841F01,00:00.0,00:00.0,NULL,LUMENS LAVAL LOUIS B MAYER,4950 RUE LOUIS B MAYER,NULL,H7P0H7,LAVAL,QC,45.56336,-73.79246,243904,5014
63A46B00-6A64-44F7-8044-C4C28EEE7C4D,00:00.0,00:00.0,NULL,LUMENS LAVAL LOUIS B MAYER,4950 RUE LOUIS B MAYER,NULL,H7P0H7,LAVAL,QC,45.56336,-73.79246,243904,5014
D9814FC0-92EA-4887-8E75-DA68406A8639,30:00.0,00:00.0,NULL,LAVAL PARTS CENTER,3424 FRANCIS HUGHES,NULL,H7L5A8,LAVAL,QC,45.5953071,-73.7405806,243904,5014
08C30E8A-AF49-4AE4-B263-E225C93CD547,00:00.0,00:00.0,NULL,LINEN CHEST WHSE,4455 AUTOROUTE DES LAURENTIDES,NULL,H7L5X8,LAVAL,QC,45.5824166,-73.7784026,243904,5014
D717027C-2F85-4B66-90BB-FD7C4E68D764,00:00.0,00:00.0,NULL,LUMENS LAVAL LOUIS B MAYER,4950 RUE LOUIS B MAYER,NULL,H7P0H7,LAVAL,QC,45.56336,-73.79246,243904,5014
F0937411-5601-4513-9457-2DA00A065CCB,00:00.0,00:00.0,NULL,LUMENS LAVAL LOUIS B MAYER,4950 RUE LOUIS B MAYER,NULL,H7P0H7,LAVAL,QC,45.56336,-73.79246,243904,5014
62A0AD3A-AE46-4096-944A-2E380095170E,00:00.0,00:00.0,NULL,AB WHSE BLAINVILLE,725 BOUL INDUSTRIEL,NULL,J7C3V3,BLAINVILLE,QC,45.6682353,-73.857784,243904,5014
CFC7738A-0F6D-4E1C-9F71-74F231503342,00:00.0,00:00.0,NULL,LINEN CHEST WHSE,4455 AUTOROUTE DES LAURENTIDES,NULL,H7L5X8,LAVAL,QC,45.5824166,-73.7784026,243904,5014
2EECCD31-53BD-420E-BDE0-F8CA4A24C24A,00:00.0,00:00.0,NULL,LUMENS LAVAL LOUIS B MAYER,4950 RUE LOUIS B MAYER,NULL,H7P0H7,LAVAL,QC,45.56336,-73.79246,243904,5014
1165139D-520E-4559-A4A7-26112E7425B5,30:00.0,00:00.0,NULL,LAVAL PARTS CENTER,3424 FRANCIS HUGHES,NULL,H7L5A8,LAVAL,QC,45.5953071,-73.7405806,243904,5014
78FDDF56-E83A-400E-ADF7-963537FBAAD3,00:00.0,00:00.0,NULL,CENTRE DE DIST LUMEN LAVAL,4950 LOUIS B MAYER ST,NULL,H7P0H7,LAVAL,QC,0,0,243904,5014
EE244113-E964-48D4-A262-47D2E06081B0,00:00.0,00:00.0,NULL,LES ENTREPOTS AB,725 BOUL INDUSTRIEL,NULL,J7C5L1,BLAIN,QC,0,0,243904,5014
2AD2AE73-9181-4499-8105-F358F98BCFF4,00:00.0,00:00.0,NULL,COSTCO #573,1251 BOUL DES PROMENADES,NULL,J3V6H1,ST-BRUNO,QC,45.5039691,-73.3833305,243505,5010
E4B88D87-AA02-421A-A549-D69E6B87A8E5,00:00.0,00:00.0,NULL,COSTCO WHOLESALE ST-BRUNO,1251 DES PROMENADES BLVD,NULL,J3V6H1,ST-BRUNO,QC,45.5039691,-73.3833305,243505,5010
FB2CEE17-4B85-4CD3-8588-9F3524A1D137,00:00.0,00:00.0,NULL,COSTCO #573,1251 BOUL DES PROMENADES,NULL,J3V6H1,ST-BRUNO,QC,45.5039691,-73.3833305,243505,5010
714133F5-EE08-4630-9D42-7CAA90A9AECC,00:00.0,00:00.0,NULL,COSTCO #573,1251 BOUL DES PROMENADES,NULL,J3V6H1,ST-BRUNO,QC,45.5039691,-73.3833305,243505,5010
ABB084A1-FEC2-44C0-8AA1-C894F65DC90A,00:00.0,00:00.0,NULL,COSTCO #573,1251 BOUL DES PROMENADES,NULL,J3V6H1,ST-BRUNO,QC,45.5039691,-73.3833305,243505,5010
F1D37621-8C8A-4CC6-924B-89CA6433FF8C,00:00.0,00:00.0,NULL,ETIQUETTES MODERNES,648 ST ETIENNE,NULL,G6E3B5,STE-MARIE-DE-BEAUCE,QC,46.4405,-71.01904,243906,142
E2EE01F8-48B2-4832-9D13-6EEB8467BBC9,59:00.0,00:00.0,NULL,ETIQUETTES MODERNES,648 ST ETIENNE,NULL,G6E3B5,STE-MARIE-DE-BEAUCE,QC,46.4405,-71.01904,243906,142
521DB75F-B215-429E-9174-E01EFAF478FC,NULL,NULL,NULL,LES INDUSTRIES ET EQUIP,550 RUE BEGIN,NULL,G0R2V0,STE-CLAIRE,QC,0,0,243906,142
